	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99
Governance	0.105419926345	-0.0811659768224	-0.033754196018	0.0491797290742	0.155621871352	-0.0147719522938	-0.0808911696076	0.00808364339173	-0.0858378261328	-0.0720847249031	-0.0894246548414	-0.00410871673375	0.0878364816308	-0.0482627153397	-0.0187066867948	0.0300812963396	0.0225339885801	-0.0919422209263	0.0298970956355	-0.0666695386171	-0.119215928018	0.0789396241307	-0.0196744892746	0.137534111738	-0.0387299284339	0.231378048658	0.0986719056964	0.00681218039244	-0.0713244751096	0.091624006629	-0.0779656246305	0.111390508711	0.0680987015367	-0.0481344386935	-0.105925761163	-0.0205773692578	0.0470601953566	0.0576574876904	-0.0208702795208	-0.0360050834715	0.0971742346883	-0.0971764028072	-0.0527851320803	0.0110626537353	-0.0826689526439	-0.124015249312	0.0883288532495	-0.0419268012047	0.0898593440652	-0.100517012179	0.0225986372679	-0.0920304656029	0.0218055900186	0.0126140462235	0.0166003052145	-0.0237225033343	0.0259299315512	0.0845052301884	0.0164041724056	0.048297829926	-0.0794955864549	0.00339897233061	0.0323036238551	-0.00958517938852	0.131368279457	-0.079121440649	-0.0972597301006	-0.0313956588507	0.0227007158101	-0.116171017289	0.00153735617641	-0.0398539863527	-0.091988787055	-0.0341427586973	-0.022121405229	-0.0753111466765	-0.0226345602423	-0.00188154564239	-0.0366874299943	0.083830319345	-0.0205605495721	-0.0312968380749	0.0908088311553	0.0130778262392	-0.00045830005547	-0.0243657641113	-0.0034324915614	-0.0975442379713	0.0187024343759	-0.0430560857058	-0.0384166948497	0.122745625675	-0.0761823579669	0.0318863615394	0.0484720431268	0.0243544206023	0.102216228843	0.0618108659983	-0.00909787975252	0.0224181190133
Mitigation	0.0800758302212	-0.0698090642691	-0.0308750178665	0.0414866879582	0.126014396548	-0.00898317433894	-0.0670820996165	0.00587623659521	-0.0746371373534	-0.0583719797432	-0.0659244284034	0.00215727463365	0.0719967037439	-0.0328452475369	-0.0221771802753	0.0245272982866	0.0138323092833	-0.0765576586127	0.0274046175182	-0.0586838200688	-0.0952294766903	0.0660061836243	-0.00975279789418	0.113074734807	-0.0303066857159	0.195611953735	0.0767978802323	0.0113861737773	-0.0548464134336	0.073578543961	-0.0677689760923	0.0886250957847	0.0541818626225	-0.0342691652477	-0.0865179151297	-0.0154305743054	0.0346603170037	0.047133743763	-0.0134272091091	-0.0287004336715	0.0827191621065	-0.0795852094889	-0.0437860302627	0.0107270395383	-0.0688966214657	-0.105371326208	0.0684543997049	-0.0311848092824	0.0743880271912	-0.0829645618796	0.0239258594811	-0.0752256587148	0.0211140289903	0.0177520737052	0.0151112768799	-0.0132702039555	0.0262633766979	0.0624913908541	0.0113274035975	0.0336644053459	-0.0708248689771	0.00403811270371	0.0255787372589	-0.00875791255385	0.109609216452	-0.0694290399551	-0.0774185657501	-0.030257768929	0.0138492081314	-0.0951122194529	0.00760729564354	-0.0301246009767	-0.0751865357161	-0.0262593310326	-0.0142346583307	-0.0573792122304	-0.0158289317042	-0.0023867324926	-0.0304829739034	0.0624996870756	-0.0193256232888	-0.0218075159937	0.0694073960185	0.0171982962638	-0.00290765333921	-0.0203675385565	-0.00409284187481	-0.0829935222864	0.0138037214056	-0.0301437228918	-0.0306865610182	0.0956583172083	-0.0707868337631	0.0274686589837	0.0451174676418	0.0210413783789	0.079780228436	0.0467583537102	-0.00461740558967	0.0187182519585
Master	0.0269830562174	-0.0228100903332	-0.00504354061559	0.0136833125725	0.0491550005972	-0.00451154401526	-0.0277092512697	0.00773055432364	-0.0237529892474	-0.025171186775	-0.020945681259	-0.00570925837383	0.0258594378829	-0.00881100259721	-0.00436840485781	0.0127749014646	0.00162694358733	-0.0313836224377	0.00732948863879	-0.0145382853225	-0.0373173654079	0.0261299274862	-0.00423176726326	0.0430486686528	-0.00734128896147	0.0660671517253	0.027733867988	0.00602017529309	-0.0166438091546	0.0285395365208	-0.0263529252261	0.0364606827497	0.0155593212694	-0.00961205828935	-0.0366559401155	-0.00796168576926	0.0129703553393	0.0175025630742	-0.00771370949224	-0.00629980163649	0.0287222992629	-0.0267478916794	-0.0106921400875	0.00837781466544	-0.0191849730909	-0.0339586064219	0.0275506526232	-0.0100584812462	0.0288167130202	-0.0281499717385	0.0115606170148	-0.0281033702195	0.00446120835841	0.0023129824549	0.00307944975793	-0.00274727423675	0.0032881773077	0.0204453989863	0.00308978650719	0.0113494908437	-0.0287183597684	0.00127707887441	0.0139195388183	0.00159162282944	0.0400108136237	-0.0229045934975	-0.031496964395	-0.0143458200619	0.00480613810942	-0.0310839451849	7.5278483564e-05	-0.00637164060026	-0.0296816453338	-0.0137857561931	-0.00679426314309	-0.0222033280879	-0.000696594128385	-0.00194015621673	-0.00827307440341	0.0244008805603	-0.00991918612272	-0.00675474852324	0.0284893643111	0.0024520107545	-0.00235331035219	-0.00281664030626	-0.00285490322858	-0.0340887084603	0.00317742582411	-0.00897529255599	-0.0136842448264	0.0346023738384	-0.0221090596169	0.0112750064582	0.0103949718177	0.00712935114279	0.0342422761023	0.0186955798417	-0.00548805855215	0.0103357732296
Inventory	0.0115641728044	-0.011642835103	-0.00186115049291	0.0101222814992	0.018305523321	-0.00453210016713	-0.0134019106627	0.00345678743906	-0.0114947659895	-0.0097344936803	-0.0143774645403	-0.00196093064733	0.0113017372787	-0.00148035958409	-0.00511103635654	-0.000942040642258	0.00662561831996	-0.0079387947917	0.00617486611009	-0.00570388045162	-0.00998751074076	0.0120413983241	-0.00271288165823	0.0124820712954	-0.00571365607902	0.0283946003765	0.0142915407196	-8.47418486956e-05	-0.0123133994639	0.00631911680102	-0.00558340502903	0.0133547866717	0.0110398689285	-0.00242597516626	-0.00985007267445	-0.00387677946128	0.00651329336688	0.00937955733389	-0.0017836347688	-0.00286334450357	0.0140399076045	-0.0160601437092	-0.00562496250495	-0.00178226339631	-0.0103725949302	-0.012836038135	0.0155333261937	-0.00702624861151	0.00863471720368	-0.00861728750169	0.00543257640675	-0.0119522782043	0.00664516398683	0.0033541105222	-0.00191805395298	-0.0024375168141	0.00139320211019	0.00603219494224	0.0059812432155	0.00135254743509	-0.0108262766153	-0.00373275857419	0.00118514534552	-0.00309835001826	0.0186145678163	-0.0123424958438	-0.0108768669888	-0.00384568027221	-0.000469360966235	-0.0143773071468	0.00143926648889	-0.00650159502402	-0.013590009883	-0.00338404858485	0.00146425922867	-0.00360504165292	-0.00610081432387	-0.00362029974349	-0.0062991194427	0.00595083879307	-0.00190670322627	-0.00783310923725	0.00590713880956	-0.00219773524441	-0.005146256648	0.000444795703515	-0.00378782418557	-0.00992733053863	0.0019238491077	-0.0076738060452	-0.0064826621674	0.0181585140526	-0.00672696530819	0.00640854006633	0.00999321322888	-0.000636162701994	0.0108750201762	0.0124947205186	-0.00532570714131	-0.000436385627836
Routine	0.150900393724	-0.115413069725	-0.0424812436104	0.0630281195045	0.228150457144	-0.0172793529928	-0.114979870617	0.0149825289845	-0.129434272647	-0.098447330296	-0.125370189548	-0.00428128615022	0.125238895416	-0.0582756623626	-0.0316188968718	0.0424247197807	0.03128618747	-0.133028686047	0.034156896174	-0.0916341021657	-0.16886164248	0.114553518593	-0.0202024374157	0.200799882412	-0.0462037920952	0.334604382515	0.135148689151	0.0149449361488	-0.104091830552	0.128738507628	-0.116108112037	0.154787108302	0.0963044017553	-0.0703002810478	-0.164726033807	-0.0288674794137	0.0677638947964	0.0804424360394	-0.0213079620153	-0.047118447721	0.138110220432	-0.135162457824	-0.0697530135512	0.0190209858119	-0.116953983903	-0.181134358048	0.128094434738	-0.0504583641887	0.127042159438	-0.147586479783	0.0380511470139	-0.132052823901	0.0315986424685	0.0268441680819	0.0280440952629	-0.0319209136069	0.0349861867726	0.121105030179	0.0145486341789	0.0620723254979	-0.118008494377	0.00906347297132	0.054298337549	-0.00558315962553	0.190372943878	-0.117908380926	-0.145128071308	-0.0511520318687	0.0358514934778	-0.163837328553	0.0104818791151	-0.0555822104216	-0.129774555564	-0.0537853017449	-0.0270161535591	-0.0981651619077	-0.0296106915921	-0.00807095970958	-0.0624024719	0.114194057882	-0.0333435758948	-0.0486301891506	0.130442619324	0.0289183016866	-0.00227395351976	-0.031486261636	-0.00698989629745	-0.145439371467	0.0220858026296	-0.0558458901942	-0.0577865764499	0.172308370471	-0.12060584873	0.0426216460764	0.0773333087564	0.035240277648	0.153186306357	0.0881120860577	-0.00354760815389	0.0300967358053
Vendor	0.198355793953	-0.153108477592	-0.0580670833588	0.0864932090044	0.307052999735	-0.0240350347012	-0.148789182305	0.0276079345495	-0.169518232346	-0.136681318283	-0.167376354337	-0.00555837480351	0.161428064108	-0.0810604542494	-0.0463445447385	0.0597180016339	0.0432205758989	-0.184846252203	0.0568178296089	-0.129591971636	-0.233238115907	0.155101120472	-0.0368749238551	0.275066405535	-0.067036382854	0.447854489088	0.188916414976	0.0152492336929	-0.140621006489	0.172225281596	-0.155949637294	0.218723833561	0.122644767165	-0.0861240774393	-0.217800945044	-0.0364052057266	0.0923768430948	0.10156865418	-0.0316684693098	-0.0647643432021	0.196042686701	-0.181148245931	-0.104126282036	0.0240585356951	-0.150749236345	-0.236834168434	0.175878986716	-0.0719727352262	0.176685392857	-0.190244928002	0.0488779135048	-0.177906528115	0.0410830117762	0.0276857577264	0.041558675468	-0.0411948934197	0.0528172962368	0.158798217773	0.0201065186411	0.0835251808167	-0.158232271671	0.0184979140759	0.0726609751582	-0.0115282572806	0.262174069881	-0.159179478884	-0.188828930259	-0.0740223228931	0.0380298048258	-0.216659605503	0.00335217476822	-0.0634997785091	-0.171701863408	-0.0722772330046	-0.0404724404216	-0.140226870775	-0.0367460660636	-0.00870949681848	-0.0747661665082	0.151348650455	-0.0364144481719	-0.0597528778017	0.175804972649	0.0404490306973	-0.00779861630872	-0.0457743220031	-0.00556478323415	-0.198845028877	0.0311747677624	-0.0798616185784	-0.0867865532637	0.2381850034	-0.151652276516	0.0490860491991	0.0977569893003	0.037876598537	0.201122298837	0.117395497859	-0.00850000791252	0.0372565872967
Option	0.0846015810966	-0.0669363513589	-0.0301034897566	0.0382832363248	0.122162014246	-0.0102483844385	-0.0666487962008	0.0097070466727	-0.0664261803031	-0.056387193501	-0.0668300390244	-0.00655224220827	0.072616353631	-0.0333753786981	-0.0160918738693	0.0275695770979	0.0132403979078	-0.0735974907875	0.0223509185016	-0.0531109757721	-0.0970183983445	0.0633219406009	-0.0174258369952	0.116253867745	-0.0253996569663	0.189990475774	0.0739216729999	0.00324262585491	-0.0563415884972	0.0728801563382	-0.0665926337242	0.0846709683537	0.0488902702928	-0.0424419119954	-0.0850999057293	-0.0213516782969	0.0345727130771	0.047229167074	-0.0138446819037	-0.0250304173678	0.0821527391672	-0.0713624060154	-0.0383762381971	0.00757151888683	-0.0621710605919	-0.0947869196534	0.0755732953548	-0.0273046270013	0.0734367147088	-0.0789588391781	0.017566613853	-0.0693466663361	0.0132847838104	0.0173317361623	0.0134894447401	-0.0178920142353	0.0172024816275	0.0663686618209	0.00890216883272	0.0342724472284	-0.0608723945916	0.00747346645221	0.0325450263917	-0.000557671068236	0.106679603457	-0.0654617547989	-0.077985085547	-0.0253231115639	0.0156049504876	-0.0900013819337	0.00759982550517	-0.0251962803304	-0.0772748216987	-0.0309312399477	-0.014780738391	-0.0532526597381	-0.010904205963	-0.00650810450315	-0.0272773187608	0.0589405633509	-0.0110880862921	-0.0271455273032	0.0722284540534	0.0148442797363	-0.00436447095126	-0.0150789329782	-0.00331041612662	-0.0757458508015	0.0144733209163	-0.0366487130523	-0.0389485172927	0.0986329466105	-0.0667655467987	0.0278191547841	0.0359313972294	0.0119764069095	0.0830240920186	0.0517788976431	-0.00885069929063	0.0104955742136
Relationship	0.0415896251798	-0.0295184571296	-0.0141337923706	0.0209474787116	0.0667717158794	-0.00627094320953	-0.0349636338651	0.00398939708248	-0.0313539877534	-0.032856144011	-0.0375344865024	-0.00262580765411	0.0389406234026	-0.0168846137822	-0.0113380635157	0.010925215669	0.00319927162491	-0.0414516180754	0.0119477594271	-0.0246150996536	-0.0449934862554	0.032749529928	-0.00689032347873	0.0586995780468	-0.0109315114096	0.0964145362377	0.0354848615825	-0.00109503092244	-0.0320676863194	0.0413359366357	-0.0278723910451	0.0450628846884	0.0232249069959	-0.0181954558939	-0.048505872488	-0.0122163686901	0.0171976480633	0.0185928456485	-0.00380656239577	-0.0116364359856	0.0380308032036	-0.0389223210514	-0.0239753033966	0.00652160402387	-0.0337027162313	-0.0523953326046	0.0349544882774	-0.0136639839038	0.0417865253985	-0.0429487265646	0.0127117140219	-0.039868991822	0.00500139966607	0.00862572062761	0.00594855006784	-0.012979131192	0.0155241210014	0.0351819545031	0.00774174416438	0.0179514642805	-0.0363033823669	0.000966389663517	0.0121491635218	-0.000990338274278	0.0562755949795	-0.0348611436784	-0.0369691550732	-0.0186007041484	0.0130196902901	-0.0464624576271	-0.00164875341579	-0.015368629247	-0.0337317176163	-0.0108860209584	-0.00984446145594	-0.0329072363675	-0.00656752893701	-0.00723954709247	-0.0175553653389	0.035258885473	-0.00388045771979	-0.00978393200785	0.0310683697462	0.0122139593586	0.00322772958316	-0.012553867884	-0.000405896222219	-0.0385537482798	0.00922791194171	-0.0144341820851	-0.0153777012601	0.045673251152	-0.028917985037	0.00746341329068	0.0174372643232	0.0133651010692	0.0368371903896	0.0291634351015	-0.00101609725971	0.00638980744407
Conditions	0.0825038552284	-0.0603571981192	-0.0234282519668	0.0338657908142	0.130030661821	-0.00833968631923	-0.0669790953398	0.00511343078688	-0.0675706788898	-0.060840792954	-0.0694727450609	-0.00387977482751	0.0747791603208	-0.0396218150854	-0.0186448190361	0.0274030901492	0.0114148417488	-0.0847133696079	0.0228799059987	-0.0531727261841	-0.0979168489575	0.0670416504145	-0.0109531339258	0.114506222308	-0.0235463287681	0.19620655477	0.0818856358528	0.00404901150614	-0.0546915642917	0.0739216655493	-0.0671789571643	0.094965800643	0.0536281876266	-0.0372508019209	-0.0952223315835	-0.0194805692881	0.0393759943545	0.0412233434618	-0.0132846580818	-0.0312880091369	0.0779625028372	-0.0740067064762	-0.0443018376827	0.0131795816123	-0.0705163106322	-0.102978497744	0.0700874179602	-0.031684037298	0.0747553184628	-0.0784643441439	0.0228728540242	-0.0723777934909	0.0181374289095	0.0137013373896	0.0185091644526	-0.0178597960621	0.0169645193964	0.0702859088778	0.00787179823965	0.0367211662233	-0.062398288399	0.00874909479171	0.0289255492389	-0.00587012758479	0.107076779008	-0.066053584218	-0.0768528357148	-0.0306696891785	0.02275381051	-0.0910821557045	0.00324718863703	-0.0304445922375	-0.0759169086814	-0.0304182264954	-0.0118155190721	-0.0608949325979	-0.0147395525128	-0.00319935684092	-0.0372968874872	0.0703569948673	-0.0160553269088	-0.0235115941614	0.0694441124797	0.0101824654266	8.08085096651e-05	-0.0197586268187	-0.00391147658229	-0.0836127176881	0.0144430994987	-0.0290584936738	-0.0337601527572	0.0993042364717	-0.0637034773827	0.0211722310632	0.0449273586273	0.0174413472414	0.0870951414108	0.054788608104	-0.00794428121299	0.012787762098
Reporting	0.117043837905	-0.092812538147	-0.0324706248939	0.0511309802532	0.188217207789	-0.0166815854609	-0.0907431095839	0.0177237167954	-0.102086052299	-0.0889329984784	-0.105318807065	-0.004664324224	0.0955362990499	-0.0461815148592	-0.0241299886256	0.0409377962351	0.0274104271084	-0.117392718792	0.0271285846829	-0.0738011971116	-0.136414885521	0.0886875987053	-0.0210487656295	0.17206312716	-0.0413444265723	0.278404116631	0.119082204998	0.00926691666245	-0.0804688856006	0.103502772748	-0.0900778695941	0.134519547224	0.0795755535364	-0.0560316517949	-0.133602619171	-0.0238692518324	0.0522919371724	0.0596878826618	-0.0234356485307	-0.0371802672744	0.117753185332	-0.109406113625	-0.0574953630567	0.0125380661339	-0.0988099426031	-0.147589758039	0.105889111757	-0.0397491902113	0.107225269079	-0.118978530169	0.0300949811935	-0.104748874903	0.0311182681471	0.0237252097577	0.0252480562776	-0.0210638605058	0.0350139513612	0.0923425927758	0.0163483694196	0.0496928468347	-0.0941220149398	0.00965442042798	0.0390822887421	-0.0048102112487	0.161375582218	-0.100963793695	-0.1111580953	-0.0434579662979	0.0243810769171	-0.1298597157	0.00417559733614	-0.0388485230505	-0.105453364551	-0.0462651140988	-0.0197616089135	-0.0884812921286	-0.0249474346638	-0.00229547778144	-0.0465617291629	0.0918967574835	-0.0197811629623	-0.0416482128203	0.101243682206	0.0229648165405	-0.00544796418399	-0.0250742696226	-0.00561940995976	-0.116034314036	0.0177654195577	-0.0417649000883	-0.0527690574527	0.141272380948	-0.0925731882453	0.0332710817456	0.0610599219799	0.0302531346679	0.122222065926	0.077158652246	-0.00384868099354	0.0206116177142
Visibility	0.0989344865084	-0.0747692510486	-0.031992405653	0.0462359003723	0.148808211088	-0.0132760861889	-0.0692174062133	0.012488800101	-0.0810976624489	-0.0619201213121	-0.0815785601735	-0.000503524788655	0.0824821069837	-0.0449426583946	-0.0261073559523	0.0286369044334	0.0158279184252	-0.089270234108	0.030656915158	-0.0598518364131	-0.110802799463	0.072466224432	-0.0137715917081	0.131597831845	-0.0294694602489	0.217642694712	0.0869041532278	0.00632514199242	-0.0692705214024	0.0838875323534	-0.070836097002	0.107098095119	0.0630106031895	-0.0399536155164	-0.102777011693	-0.0244900211692	0.0417570918798	0.0452433489263	-0.0146587770432	-0.0292025767267	0.0893059447408	-0.0849507898092	-0.0466311275959	0.015731472522	-0.0711336061358	-0.118082284927	0.0818366035819	-0.0329750329256	0.0838037654757	-0.0939155593514	0.0228751283139	-0.0859680771828	0.0172276329249	0.0176632143557	0.0216350853443	-0.0217581000179	0.0266614034772	0.0807004868984	0.0131998565048	0.0452397540212	-0.0738343819976	0.00524065410718	0.0350827164948	-0.00178435072303	0.123160928488	-0.0819067955017	-0.0951933711767	-0.0363152958453	0.0259157046676	-0.110538579524	0.0014645649353	-0.0302994791418	-0.0810673907399	-0.0355612933636	-0.0147323636338	-0.0662102028728	-0.0134141230956	-0.0104130711406	-0.0400585830212	0.0704330950975	-0.0174504071474	-0.0293720699847	0.0806668847799	0.0155698712915	-0.0079107824713	-0.0248238481581	-0.00219476991333	-0.0968184620142	0.0111982775852	-0.0382701568305	-0.0382573753595	0.10968220979	-0.0736661478877	0.0258383061737	0.0498825870454	0.0232769548893	0.0928443297744	0.0623527057469	-0.00679920054972	0.0184854324907
Assumptions	0.118685998023	-0.0949695780873	-0.0361955054104	0.0550102889538	0.183153510094	-0.0180738065392	-0.0873908773065	0.0124189900234	-0.100217491388	-0.0761161372066	-0.102043397725	-0.00379660609178	0.0921817570925	-0.0523058921099	-0.0237484741956	0.0363361351192	0.0249670352787	-0.112533077598	0.0271026566625	-0.0719502717257	-0.1301240623	0.0854541733861	-0.0184697080404	0.15899707377	-0.0335231460631	0.270548760891	0.113039776683	0.0123285409063	-0.0778141990304	0.098468080163	-0.0872695595026	0.126657351851	0.0689133107662	-0.0576821826398	-0.129127338529	-0.0288294628263	0.0537148043513	0.0610080733895	-0.0156070077792	-0.0358507111669	0.117502443492	-0.111075140536	-0.0580340586603	0.0150683056563	-0.0871151387691	-0.138506710529	0.100615352392	-0.0462041497231	0.102869272232	-0.113460570574	0.0312050953507	-0.0979634895921	0.0252730902284	0.0175174586475	0.0218906216323	-0.0273602418602	0.0280846934766	0.0968905985355	0.0190837848932	0.0518755577505	-0.094552911818	0.00337310112081	0.0405516214669	-0.00684328004718	0.158028125763	-0.0920995250344	-0.109738178551	-0.0423633307219	0.030022079125	-0.13247846067	0.0052819554694	-0.0392657108605	-0.107097946107	-0.0425022430718	-0.022207820788	-0.077992849052	-0.0196995176375	-0.00927842408419	-0.0488581731915	0.0860740765929	-0.0294460318983	-0.0383997634053	0.100463494658	0.0147559670731	-0.00757610378787	-0.0315642058849	-0.00694221118465	-0.108334615827	0.0191232245415	-0.0501849241555	-0.0521612986922	0.139091521502	-0.0954158082604	0.0284832846373	0.0585176832974	0.0207886267453	0.114689521492	0.0668507963419	-0.00695511838421	0.0209309197962
External	0.17618894577	-0.131437182426	-0.048560962081	0.0727889984846	0.260068386793	-0.0182302556932	-0.130918890238	0.0228431876749	-0.14440472424	-0.116965398192	-0.145151048899	0.000851840304676	0.142499774694	-0.0714496970177	-0.044703412801	0.0558770298958	0.0323816165328	-0.15388867259	0.0472149923444	-0.11198206991	-0.20119304955	0.137260571122	-0.0250635985285	0.237094625831	-0.0602135956287	0.390452623367	0.162143990397	0.0122406594455	-0.115509271622	0.153348684311	-0.13363546133	0.181023821235	0.111523531377	-0.0842733234167	-0.186682879925	-0.0412699319422	0.0750470533967	0.0858358070254	-0.0243830177933	-0.0553214922547	0.1617077142	-0.155070304871	-0.0863594040275	0.0211531240493	-0.136733353138	-0.210262715816	0.144045680761	-0.0680840462446	0.155366957188	-0.171829625964	0.0378883816302	-0.14381505549	0.0334420204163	0.0280546993017	0.0383073017001	-0.037561070174	0.0457871071994	0.139786466956	0.0265657510608	0.0698085278273	-0.135500118136	0.0150588536635	0.0627960637212	-0.010147116147	0.22808405757	-0.134416595101	-0.158608272672	-0.0589766018093	0.0340790562332	-0.185598611832	0.0114250211045	-0.0594698376954	-0.150728017092	-0.0633977130055	-0.0307037457824	-0.118759140372	-0.031570892781	-0.011623211205	-0.0632863342762	0.129987448454	-0.0353952534497	-0.0500282868743	0.146999850869	0.0309690013528	-0.00775814987719	-0.0393764674664	-0.00541357137263	-0.163151890039	0.0231781136245	-0.0623118914664	-0.0712613835931	0.203633934259	-0.13809889555	0.0437239594758	0.089408531785	0.0401796773076	0.171059280634	0.105512179434	-0.0108562093228	0.0256464798003
Org	0.203936219215	-0.157464623451	-0.0593513809144	0.0919344946742	0.312595874071	-0.0259656123817	-0.152576774359	0.0200517326593	-0.174407914281	-0.142165049911	-0.163984641433	-0.00564182363451	0.168528288603	-0.0805621817708	-0.043034594506	0.0648983493447	0.042281921953	-0.189646333456	0.048093188554	-0.132523611188	-0.232152059674	0.156142368913	-0.0391021631658	0.282228648663	-0.0711446478963	0.465662568808	0.190008699894	0.0170887317508	-0.139599859715	0.176062777638	-0.151736944914	0.222117975354	0.129172295332	-0.0968067124486	-0.222434982657	-0.0461046658456	0.0960142761469	0.104570500553	-0.0293642710894	-0.0584476515651	0.195835217834	-0.189293891191	-0.102330699563	0.0215447545052	-0.159224525094	-0.241458386183	0.177431091666	-0.0736795663834	0.179142668843	-0.20276671648	0.0530954822898	-0.170731529593	0.0421344153583	0.0287598166615	0.0399250797927	-0.0377982854843	0.0485371015966	0.164462700486	0.0301956404001	0.0846227630973	-0.15974445641	0.0134150274098	0.0725111961365	-0.00397635623813	0.265289992094	-0.160455748439	-0.196567237377	-0.0733558088541	0.0384326986969	-0.218205630779	0.00777055742219	-0.0693785101175	-0.176693513989	-0.0713932514191	-0.0363555140793	-0.145561873913	-0.0335848294199	-0.00957073457539	-0.0793756619096	0.155228570104	-0.0345889292657	-0.0664605051279	0.178172394633	0.0387499667704	-0.00637446762994	-0.0498181693256	-0.0123787904158	-0.203444883227	0.0340368151665	-0.0770675763488	-0.0870455056429	0.23569495976	-0.155977159739	0.0584694296122	0.0984041616321	0.046274099499	0.208208352327	0.123453900218	-0.0126661965623	0.0381077975035
Incentive/Penalty	0.0373656116426	-0.0344711095095	-0.0157196335495	0.0189479906112	0.0606104172766	-0.0043854531832	-0.0337728112936	0.00187965866644	-0.0397653542459	-0.0302683413029	-0.0355365872383	-1.99646347028e-05	0.0303607117385	-0.016156444326	-0.0130087509751	0.00938973948359	0.00445834454149	-0.0403858907521	0.009580867365	-0.0261067189276	-0.0449079014361	0.033015947789	-0.00298750842921	0.0544144362211	-0.0121004786342	0.0893652811646	0.0426384136081	-6.99760275893e-05	-0.0301738455892	0.0315534174442	-0.0310198739171	0.0419456250966	0.0226557515562	-0.0221092961729	-0.045654758811	-0.00704257795587	0.0139165865257	0.0205557513982	-0.00471967598423	-0.0167684946209	0.0367894694209	-0.0428275205195	-0.0225088559091	0.010540372692	-0.0339589715004	-0.0540327653289	0.0396090634167	-0.0155804390088	0.0357294715941	-0.036522962153	0.00787117145956	-0.0389069840312	0.00920158997178	0.0102450316772	0.0115430019796	-0.00738224154338	0.00682667503133	0.030332185328	0.00864327140152	0.0170582532883	-0.0327483341098	0.000310224393615	0.0197896584868	8.06241296232e-05	0.0588089413941	-0.0363449938595	-0.0402953401208	-0.016339212656	0.0110767483711	-0.0433788076043	9.6957282949e-06	-0.0106895137578	-0.0358321592212	-0.0149680683389	-0.01236405503	-0.0309752430767	-0.0121898408979	-0.00316695892252	-0.0115886302665	0.0370053313673	-0.00369504070841	-0.00875236280262	0.0386397615075	0.00896110292524	-0.00429851422086	-0.01267742645	-0.00215479615144	-0.0440049730241	0.00886208098382	-0.018468350172	-0.013437313959	0.0482260212302	-0.0291059147567	0.00608725938946	0.0255278926343	0.00515517918393	0.0402688495815	0.0226024333388	-0.000132947257953	0.00946712587029
Rights	0.0708854272962	-0.058246422559	-0.0250976849347	0.0368617363274	0.119985356927	-0.0122878607363	-0.0565016381443	0.00793890003115	-0.0683348476887	-0.0567377060652	-0.057776555419	0.000715046888217	0.0614997781813	-0.0301856957376	-0.0169130936265	0.0225577596575	0.0107199288905	-0.0701584517956	0.0231743361801	-0.0471673421562	-0.0866210535169	0.0608657561243	-0.0112129570916	0.108504675329	-0.0215346254408	0.176877319813	0.0723320767283	0.00777204800397	-0.0497947372496	0.0701734647155	-0.0536654368043	0.0772101655602	0.0462339967489	-0.0308586526662	-0.0770321711898	-0.0140887023881	0.030676625669	0.0399033017457	-0.0156059451401	-0.0204704627395	0.0692815110087	-0.0709690973163	-0.0395495668054	0.0103755313903	-0.0616207793355	-0.0923519805074	0.063540302217	-0.0324823446572	0.0641091316938	-0.0787650942802	0.0224363636225	-0.0628055855632	0.0196186080575	0.0155529966578	0.0127501869574	-0.0174007359892	0.018972447142	0.0605472363532	0.00858590006828	0.0281577911228	-0.0618407800794	0.00993078574538	0.0269810706377	-0.00226853531785	0.0949864462018	-0.0606280118227	-0.0767275691032	-0.0286023002118	0.0181045085192	-0.0801358446479	0.00152245501522	-0.0227639768273	-0.0629766434431	-0.023368710652	-0.0159054771066	-0.0542618632317	-0.0120323617011	-0.00608405377716	-0.0313172750175	0.0604055002332	-0.0117205223069	-0.021204046905	0.0600768513978	0.0107932938263	-0.00796995218843	-0.0127932196483	-0.00402234913781	-0.0755174458027	0.00658852607012	-0.0342853590846	-0.027149124071	0.0884307697415	-0.0614561215043	0.0196581017226	0.0345462299883	0.0123221389949	0.0792711824179	0.0496716871858	-0.00593729875982	0.0156673751771
